id,conflict_new_id,conflict_name,dyad_name,side_a,side_b,source_article,source_office,source_date,source_headline,source_original,where_coordinates,latitude,longitude,country,region,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,high
241254,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,"""Africa Research Bulletin Volume 54 Issue 6,2017-07-18,Ethiopia - Political Prisoners""",Africa Research Bulletin Volume 54 Issue 6,18/07/2017,Ethiopia - Political Prisoners,,Hamero woreda,7.583333,42.333333,Ethiopia,Africa,01/06/2017,03/06/2017,0,0,0,0,10
241807,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""The Indian Ocean Newsletter,2017-09-08,The conflict between Oromos and Somalis ratchets up a notch""",The Indian Ocean Newsletter,08/09/2017,The conflict between Oromos and Somalis ratchets up a notch,,Borana zone,4.883333,38.083333,Ethiopia,Africa,19/08/2017,19/08/2017,1,0,0,0,1
241808,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""The Indian Ocean Newsletter,2017-09-08,The conflict between Oromos and Somalis ratchets up a notch""",The Indian Ocean Newsletter,08/09/2017,The conflict between Oromos and Somalis ratchets up a notch,IONL,Borana zone,4.883333,38.083333,Ethiopia,Africa,19/08/2017,08/09/2017,6,6,0,0,12
253213,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""Tesfa News,2017-09-15,Analysis: Rising Death Toll, Displacement and Protests in Eastern Ethiopia"";""Tesfa News,2017-09-01,Conflict in Eastern Ethiopia Leaves Dozens Dead""",Tesfa News;Tesfa News,2017-09-15;2017-09-01,"Analysis: Rising Death Toll, Displacement and Protests in Eastern Ethiopia;Conflict in Eastern Ethiopia Leaves Dozens Dead",,Chinaksen town,9.507955,42.607966,Ethiopia,Africa,20/08/2017,27/08/2017,0,0,4,0,3
253214,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""Tesfa News,2017-09-15,Analysis: Rising Death Toll, Displacement and Protests in Eastern Ethiopia"";""Tesfa News,2017-09-01,Conflict in Eastern Ethiopia Leaves Dozens Dead""",Tesfa News;Tesfa News,2017-09-15;2017-09-01,"Analysis: Rising Death Toll, Displacement and Protests in Eastern Ethiopia;Conflict in Eastern Ethiopia Leaves Dozens Dead",,Chinaksen town,9.507955,42.607966,Ethiopia,Africa,20/08/2017,27/08/2017,0,0,3,0,4
241774,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""AllAfrica,2017-09-18,Rising Death Toll, Displacement and Protests in East, South and South East Ethiopia. What Lies Beneath?"";""Agence France Presse,2017-09-25,'Hundreds' dead in Ethiopia ethnic clashes"";""Agence France Presse,2017-11-26,Ethiopia arrests 100 suspects over ethnic clashes"";""Horn Affair / IRIN,2017-11-09,Oromia-Somali conflict | Ethnic violence displaces hundreds of thousands of Ethiopians"";""Tesfa News,2017-09-15,Analysis: Rising Death Toll, Displacement and Protests in Eastern Ethiopia""",AllAfrica;Agence France Presse;Agence France Presse;Horn Affair / IRIN;Tesfa News,2017-09-18;2017-09-25;2017-11-26;2017-11-09;2017-09-15,"Rising Death Toll, Displacement and Protests in East, South and South East Ethiopia. What Lies Beneath?;'Hundreds' dead in Ethiopia ethnic clashes;Ethiopia arrests 100 suspects over ethnic clashes;Oromia-Somali conflict | Ethnic violence displaces hundreds of thousands of Ethiopians;Analysis: Rising Death Toll, Displacement and Protests in Eastern Ethiopia",Govt spokesperson; locals,Bombas town,9.2175,42.46333,Ethiopia,Africa,11/09/2017,11/09/2017,0,0,1,0,1
242077,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""Africa Confidential,2017-09-22,Ethiopia: Clashes in the East""",Africa Confidential,22/09/2017,Ethiopia: Clashes in the East,,Jijiga town,9.35,42.8,Ethiopia,Africa,11/09/2017,20/09/2017,20,0,0,0,20
247590,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""BBC Monitoring Africa,2017-11-27,Ethiopia accuses regional state of not arresting suspects"";""Capital FM,2017-09-26,â€˜Hundredsâ€™ dead in Ethiopia ethnic clashes"";"" Crisiswatch,2017-09-30,Crisiswatch - Ethiopia - september 2017""",BBC Monitoring Africa;Capital FM; Crisiswatch,2017-11-27;2017-09-26;2017-09-30,Ethiopia accuses regional state of not arresting suspects;â€˜Hundredsâ€™ dead in Ethiopia ethnic clashes;Crisiswatch - Ethiopia - september 2017,Minister of Government Communication Affairs Office Dr Negeri Lencho ,Oromiya - Somali border,7.92601,42.124925,Ethiopia,Africa,11/09/2017,26/09/2017,0,0,0,79,65
253212,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""VOA,2017-09-18,Ethiopia's Regional Tensions Spill Over, Leaving at Least 18 Dead"";""Africa Confidential,2017-09-22,Ethiopia: Clashes in the East"";""BMI Industry, Country Risk & Financial Markets Daily News Analysis,2017-12-04,Conflict Risk Analysis - Ethiopia - Q1 2018"";""AllAfrica,2017-11-24,Ethnic Violence in Ethiopia Amid Shadowy Politics"";""AllAfrica,2018-02-12,Ethnic Violence in Ethiopia Stoked By Social Media From U.S.""","VOA;Africa Confidential;BMI Industry, Country Risk & Financial Markets Daily News Analysis;AllAfrica;AllAfrica",2017-09-18;2017-09-22;2017-12-04;2017-11-24;2018-02-12,"Ethiopia's Regional Tensions Spill Over, Leaving at Least 18 Dead;Ethiopia: Clashes in the East;Conflict Risk Analysis - Ethiopia - Q1 2018;Ethnic Violence in Ethiopia Amid Shadowy Politics;Ethnic Violence in Ethiopia Stoked By Social Media From U.S.","Addisu Arega, the head of the Oromia region's communications bureau, Idris Ismail, a spokesman for the Somali regional government; AC",Awaday town,9.35773,42.04582,Ethiopia,Africa,15/09/2017,15/09/2017,6,30,0,0,50
247574,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""AllAfrica,2017-11-24,Ethnic Violence in Ethiopia Amid Shadowy Politics""",AllAfrica,24/11/2017,Ethnic Violence in Ethiopia Amid Shadowy Politics,victim's wife,Jijiga town,9.35,42.8,Ethiopia,Africa,20/09/2017,20/09/2017,0,0,1,0,1
244951,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""BBC Monitoring Africa,2017-10-12,Ethiopia's Oromiya urges residents 'to protect themselves'"";""Tesfa News,2017-10-11,Protests Flare Up Again in Oromia, Scores Killed""",BBC Monitoring Africa;Tesfa News,2017-10-12;2017-10-11,"Ethiopia's Oromiya urges residents 'to protect themselves';Protests Flare Up Again in Oromia, Scores Killed",The Reporter,Boke Tiku town,8.733333,40.65,Ethiopia,Africa,10/10/2017,12/10/2017,0,0,0,0,3
244948,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""BBC Monitoring Africa,2017-10-12,Ethiopia's Oromiya urges residents 'to protect themselves'"";""AllAfrica,2017-10-13,Government Forces Kill 4 in Oromia Region"";""VOA,2017-10-12,Government Forces Kill 4 in Ethiopia's Oromia Region"";""Tesfa News,2017-10-11,Protests Flare Up Again in Oromia, Scores Killed""",BBC Monitoring Africa;AllAfrica;VOA;Tesfa News,2017-10-12;2017-10-13;2017-10-12;2017-10-11,"Ethiopia's Oromiya urges residents 'to protect themselves';Government Forces Kill 4 in Oromia Region;Government Forces Kill 4 in Ethiopia's Oromia Region;Protests Flare Up Again in Oromia, Scores Killed","The Reporter, Addisu Arega, head of the regional government's communications affairs bureau; witnesses",Shashamene town,7.2,38.6,Ethiopia,Africa,11/10/2017,11/10/2017,0,0,3,0,5
244957,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""AllAfrica,2017-10-13,Government Forces Kill 4 in Oromia Region"";""Africa News with VOA AFRICA,2017-10-13,Ethiopia government forces kill 4 in Oromia region""",AllAfrica;Africa News with VOA AFRICA,2017-10-13;2017-10-13,Government Forces Kill 4 in Oromia Region;Ethiopia government forces kill 4 in Oromia region,Residents,Soda village,4.2,38.4,Ethiopia,Africa,12/10/2017,12/10/2017,0,0,4,0,4
244961,4739,Amhara - Oromo,Amhara - Oromo,Amhara,Oromo,"""Reuters News,2017-10-22,Eleven killed in clashes in Ethiopia's Oromiya region, official says"";""AllAfrica,2017-10-22,Several People Killed in Another Communal Violence in Western Ethiopia
CR 	Addis Standard"";""BBC Monitoring Africa,2017-10-24,Ethiopian minister says 14 killed in Oromiya clashes"";""BBC Monitoring Africa,2017-10-29,Thirty dead within one week of clashes in Ethiopia""",Reuters News;AllAfrica;BBC Monitoring Africa;BBC Monitoring Africa,2017-10-22;2017-10-22;2017-10-24;2017-10-29,"Eleven killed in clashes in Ethiopia's Oromiya region, official says;Several People Killed in Another Communal Violence in Western Ethiopia
CR 	Addis Standard;Ethiopian minister says 14 killed in Oromiya clashes;Thirty dead within one week of clashes in Ethiopia","spokesman Addisu Arega Kitessa, Communication Minister Negeri Lencho",Chora woreda,8.368538,36.147902,Ethiopia,Africa,20/10/2017,22/10/2017,2,4,0,0,10
253211,4739,Amhara - Oromo,Amhara - Oromo,Amhara,Oromo,"""Reuters News,2017-10-22,Eleven killed in clashes in Ethiopia's Oromiya region, official says"";""AllAfrica,2017-10-22,Several People Killed in Another Communal Violence in Western Ethiopia
CR 	Addis Standard"";""BBC Monitoring Africa,2017-10-24,Ethiopian minister says 14 killed in Oromiya clashes"";""BBC Monitoring Africa,2017-10-29,Thirty dead within one week of clashes in Ethiopia""",Reuters News;AllAfrica;BBC Monitoring Africa;BBC Monitoring Africa,2017-10-22;2017-10-22;2017-10-24;2017-10-29,"Eleven killed in clashes in Ethiopia's Oromiya region, official says;Several People Killed in Another Communal Violence in Western Ethiopia
CR 	Addis Standard;Ethiopian minister says 14 killed in Oromiya clashes;Thirty dead within one week of clashes in Ethiopia","spokesman Addisu Arega Kitessa, Communication Minister Negeri Lencho",Dega woreda,8.605372,36.10482,Ethiopia,Africa,20/10/2017,22/10/2017,1,4,0,0,10
244969,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""Reuters News,2017-10-26,At least five killed as police fire at protest in Ethiopia"";""AllAfrica,2017-10-27,10 Dead After Security Forces Fire on Protesters"";""Xinhua News Agency,2017-10-27,Eight killed in renewed protests in Ethiopia's Oromia regional state"";""ECADF Ethiopian News & Views,2017-10-29,â€œFINISH HIM OFFâ€: Horrifying audio of Ethiopian security forces killing unarmed protesters in Ambo â€œFINISH HIM OFFâ€: Horrifying audio of Ethiopian security forces killing unarmed protesters in Ambo""",Reuters News;AllAfrica;Xinhua News Agency;ECADF Ethiopian News & Views,2017-10-26;2017-10-27;2017-10-27;2017-10-29,At least five killed as police fire at protest in Ethiopia;10 Dead After Security Forces Fire on Protesters;Eight killed in renewed protests in Ethiopia's Oromia regional state;â€œFINISH HIM OFFâ€: Horrifying audio of Ethiopian security forces killing unarmed protesters in Ambo â€œFINISH HIM OFFâ€: Horrifying audio of Ethiopian security forces killing unarmed protesters in Ambo,"Witnesses, regional official",Ambo town,8.98333,37.85,Ethiopia,Africa,26/10/2017,26/10/2017,0,0,1,0,11
247589,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""BBC Monitoring Africa,2017-11-27,Ethiopia accuses regional state of not arresting suspects"";""AllAfrica,2017-11-28,More Than 20 People Killed in Ethiopia Clashes
CR 	allAfrica.com""",BBC Monitoring Africa;AllAfrica,2017-11-27;2017-11-28,"Ethiopia accuses regional state of not arresting suspects;More Than 20 People Killed in Ethiopia Clashes
CR 	allAfrica.com",Minister of Government Communication Affairs Office Dr Negeri Lencho ,Oromiya - Somali border,7.92601,42.124925,Ethiopia,Africa,20/11/2017,26/11/2017,0,0,0,21,21
253921,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""Reuters News,2018-01-03,UPDATE 2-Ethiopia to free jailed politicians to ""foster national reconciliation""-PM""",Reuters News,03/01/2018,"UPDATE 2-Ethiopia to free jailed politicians to ""foster national reconciliation""-PM",All Africa,Oromiya state,8,39,Ethiopia,Africa,01/12/2017,31/12/2017,0,0,0,0,24
249825,474,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Government of Ethiopia,Civilians,"""AllAfrica,2017-12-12,Number of Civilians Killed By Security Forces in Chelenko Climbs to Fifteen, Several Wounded - Two Students Killed in Wolega Unv.
CR 	Addis Standard"";""Agence France Presse,2017-12-13,US condemns deadly Ethiopia clashes"";""BBC Monitoring Africa,2017-12-13,Programme summary of Ethiopian EBC TV news 1700 gmt 13 Dec 17"";""Reuters News,2017-12-18,At least 61 dead after days of violence in Ethiopia's Oromiya region"";""Xinhua News Agency,2017-12-18,Ethiopian PM expresses sorrow over deaths in clash between Ethiopian Somalis and Oromos"";""ICG,2018-01-01,Crisiswatch - December 2017 - Ethiopia""",AllAfrica;Agence France Presse;BBC Monitoring Africa;Reuters News;Xinhua News Agency;ICG,2017-12-12;2017-12-13;2017-12-13;2017-12-18;2017-12-18;2018-01-01,"Number of Civilians Killed By Security Forces in Chelenko Climbs to Fifteen, Several Wounded - Two Students Killed in Wolega Unv.
CR 	Addis Standard;US condemns deadly Ethiopia clashes;Programme summary of Ethiopian EBC TV news 1700 gmt 13 Dec 17;At least 61 dead after days of violence in Ethiopia's Oromiya region;Ethiopian PM expresses sorrow over deaths in clash between Ethiopian Somalis and Oromos;Crisiswatch - December 2017 - Ethiopia","locals; Addisu Arega Kitessa, Oromia regional spokesman, administrator of East Harerge Zone,",Chelenko town,9.397441,41.560372,Ethiopia,Africa,11/12/2017,12/12/2017,0,0,16,0,16
253227,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""Tesfa News,2017-12-18,Ethnic Violence Pushes Ethiopia to the Brink of Security Crisis"";""Reuters News,2017-12-18,At least 61 dead after days of violence in Ethiopia's Oromiya region"";""Xinhua News Agency,2017-12-19,Ethiopia says 78 dead in recent Oromo-Somali conflict""",Tesfa News;Reuters News;Xinhua News Agency,2017-12-18;2017-12-18;2017-12-19,Ethnic Violence Pushes Ethiopia to the Brink of Security Crisis;At least 61 dead after days of violence in Ethiopia's Oromiya region;Ethiopia says 78 dead in recent Oromo-Somali conflict,"Addisu Arega Kitessa, head of the Oromia region communication bureau",Hawi Gudina woreda,8.086706,40.727068,Ethiopia,Africa,14/12/2017,14/12/2017,29,0,0,0,29
249890,4683,Oromo - Somali (Ethiopia),Oromo - Somali (Ethiopia),Oromo,Somali (Ethiopia),"""Reuters News,2017-12-18,At least 61 dead after days of violence in Ethiopia's Oromiya region"";""Xinhua News Agency,2017-12-19,Ethiopia says 78 dead in recent Oromo-Somali conflict"";""ICG,2018-01-01,Crisiswatch - December 2017 - Ethiopia"";""Tesfa News,2017-12-18,Ethnic Violence Pushes Ethiopia to the Brink of Security Crisis"";""Horn Affairs,2017-12-20,Mass graves found in Gadulo, says Ethio-Somali president""",Reuters News;Xinhua News Agency;ICG;Tesfa News;Horn Affairs,2017-12-18;2017-12-19;2018-01-01;2017-12-18;2017-12-20,"At least 61 dead after days of violence in Ethiopia's Oromiya region;Ethiopia says 78 dead in recent Oromo-Somali conflict;Crisiswatch - December 2017 - Ethiopia;Ethnic Violence Pushes Ethiopia to the Brink of Security Crisis;Mass graves found in Gadulo, says Ethio-Somali president","regional spokesman Addisu Arega Kitessa; Negeri Lencho, of the Ethiopia Government Communications Affairs Office; Abdi Mohammud, president of Somali region",Daro Lebu woreda,8.427502,40.506093,Ethiopia,Africa,15/12/2017,17/12/2017,0,48,0,0,48
239219,259,Iraq:Government,Government of Iraq - IS,Government of Iraq,IS,"""Reuters News,2017-04-20,Islamic state claims responsibility for Paris shooting: Amaq"";""Reuters News,2017-04-20,French interior ministry spokesman says second policeman not dead in Paris"";""Reuters News,2017-04-21,Note defending Islamic State found next to body of Paris attacker - judicial source""",Reuters News;Reuters News;Reuters News,2017-04-20;2017-04-20;2017-04-21,Islamic state claims responsibility for Paris shooting: Amaq;French interior ministry spokesman says second policeman not dead in Paris;Note defending Islamic State found next to body of Paris attacker - judicial source,"French interior ministry spokesman
Amaq agency",Paris city,48.866667,2.333333,France,Europe,20/04/2017,20/04/2017,1,1,0,0,2
245491,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2017-11-12,Chhattisgarh Timeline 2017""",SATP,12/11/2017,Chhattisgarh Timeline 2017,SATP,Sukma District,18.394752,81.661966,India,Asia,27/01/2017,27/01/2017,0,1,0,0,1
238976,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""SATP,2017-01-01,Bihar Assessment 2017""",SATP,01/01/2017,Bihar Assessment 2017,SATP,Lakhisarai District,25.158265,86.218364,India,Asia,20/02/2017,20/02/2017,0,0,1,0,1
245867,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""SATP,2017-11-12,Jharkhand Timeline 2017""",SATP,12/11/2017,Jharkhand Timeline 2017,Police,Gumla District,22.932127,84.991119,India,Asia,18/03/2017,18/03/2017,0,0,1,0,1
238814,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""Press Trust of India,2017-03-21,Maoists kill tribal man, release another""",Press Trust of India,21/03/2017,"Maoists kill tribal man, release another","police, villagers",Sapajhola village,18.997868,83.256725,India,Asia,21/03/2017,21/03/2017,0,0,1,0,1
246004,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2017-11-12,Odisha Timeline 2017""",SATP,12/11/2017,Odisha Timeline 2017,POlice,Border between Koraput and Rayagada districts,19.147355,83.236868,India,Asia,12/04/2017,12/04/2017,0,1,0,0,1
238974,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2017-01-01,CPI-Maoist Major Incidents 2017""",SATP,01/01/2017,CPI-Maoist Major Incidents 2017,SATP,Sukma District,18.394752,81.661966,India,Asia,18/04/2017,18/04/2017,0,0,1,0,1
245554,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""SATP,2017-11-12,Chhattisgarh Timeline 2017""",SATP,12/11/2017,Chhattisgarh Timeline 2017,SATP,Bastar District,19.26794,81.73828,India,Asia,27/05/2017,27/05/2017,0,0,1,0,1
245605,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2017-11-12,Chhattisgarh Timeline 2017""",SATP,12/11/2017,Chhattisgarh Timeline 2017,Bastar SP Sheikh Arif Hussain,Rakasmeta village,19.278619,81.51963,India,Asia,15/06/2017,15/06/2017,0,1,0,0,1
245960,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2017-11-12,Maharashtra Timeline 2017""",SATP,12/11/2017,Maharashtra Timeline 2017,Police,Yengaon village,20.20338,80.407897,India,Asia,12/07/2017,12/07/2017,0,2,0,0,2
245625,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""SATP,2017-11-12,Chhattisgarh Timeline 2017""",SATP,12/11/2017,Chhattisgarh Timeline 2017,SATP,Kankerlanka village,18.222496,81.36087,India,Asia,28/08/2017,28/08/2017,0,0,1,0,1
245637,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,,,,,SATP,Paddeda village,18.74304,80.950904,India,Asia,04/09/2017,04/09/2017,1,0,0,0,1
250467,364,India:Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,,,,,Army sources,"Qazigund town, Duru sub-district",33.592826,75.170722,India,Asia,14/11/2017,14/11/2017,1,1,0,0,2
250688,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2018-01-01,Chhattisgarh Timeline - 2017""",SATP,01/01/2018,Chhattisgarh Timeline - 2017,SATP,Dabbakonta village,17.874538,81.02452,India,Asia,21/12/2017,21/12/2017,0,1,0,0,1
245871,1979,PLFI - Civilians,PLFI - Civilians,PLFI,Civilians,"""SATP,2017-11-12,Jharkhand Timeline 2017""",SATP,12/11/2017,Jharkhand Timeline 2017,Police,Toner village,22.959634,85.224124,India,Asia,04/04/2017,04/04/2017,0,0,2,0,2
250753,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""SATP,2018-01-01,Telangana Timeline - 2017""",SATP,01/01/2018,Telangana Timeline - 2017,SATP,Peda Midisileru village,18.087046,18.087046,India,Asia,26/11/2017,26/11/2017,0,0,1,0,1
250537,1979,PLFI - Civilians,PLFI - Civilians,PLFI,Civilians,"""The Telegraph,2017-12-03,BJP leader gunned down in Khunti""",The Telegraph,03/12/2017,BJP leader gunned down in Khunti,Police,Bagru village,23.077293,85.258548,India,Asia,01/12/2017,01/12/2017,0,0,1,0,1
238807,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""Press Trust of India,2017-03-14,Man shot dead by Maoists""",Press Trust of India,14/03/2017,Man shot dead by Maoists,police,Gaya District,24.696359,84.780288,India,Asia,14/03/2017,14/03/2017,0,0,1,0,1
246086,13653,India:Western South East Asia,Government of India - UNLFW,Government of India,UNLFW,"""SATP,2017-11-12,Assam Timeline 2017""",SATP,12/11/2017,Assam Timeline 2017,SATP,Chirang District,26.653889,90.639367,India,Asia,21/05/2017,21/05/2017,0,1,0,0,1
238980,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""SATP,2017-01-01,Andhra Pradesh Assessment 2017""",SATP,01/01/2017,Andhra Pradesh Assessment 2017,SATP,Chinturu sub-district,17.751047,81.433376,India,Asia,05/02/2017,05/02/2017,0,0,1,0,1
245515,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2017-11-12,Chhattisgarh Timeline 2017""",SATP,12/11/2017,Chhattisgarh Timeline 2017,SATP,Bilaspur District,22.177934,82.159763,India,Asia,10/02/2017,10/02/2017,0,1,0,0,1
246133,13653,India:Western South East Asia,Government of India - UNLFW,Government of India,UNLFW,"""SATP,2017-11-12,Arunachal Pradesh Timeline - 2017""",SATP,12/11/2017,Arunachal Pradesh Timeline - 2017,SATP,Tirap District,26.964992,95.452438,India,Asia,27/02/2017,27/02/2017,0,1,0,0,1
239275,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""Press Trust of India,2017-06-05,Village head shot dead""",Press Trust of India,05/06/2017,Village head shot dead,police,Kanhura village,24.735192,83.317832,India,Asia,05/06/2017,05/06/2017,0,0,0,0,1
250673,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2018-01-01,Chhattisgarh Timeline - 2017""",SATP,01/01/2018,Chhattisgarh Timeline - 2017,SATP,Chintagufa village,17.958049,81.312652,India,Asia,19/11/2017,19/11/2017,1,0,0,0,1
239368,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""Press Trust of India,2017-07-26,94 civilians killed by Maoists this year till Jun: govt""",Press Trust of India,26/07/2017,94 civilians killed by Maoists this year till Jun: govt,Minister of State for Home Hansraj Ahir,Areas affected by Naxalite violence,22.01,83.99,India,Asia,01/01/2017,01/06/2017,0,0,46,0,53
239285,364,India:Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,"""Press Trust of India,2017-06-08,38 militants killed, 22 infiltration bids foiled along LoC in""",Press Trust of India,08/06/2017,"38 militants killed, 22 infiltration bids foiled along LoC in",army,LoC,32.565,74.676,India,Asia,01/01/2017,08/06/2017,0,5,0,0,5
250473,364,India:Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,"""Press Trust of India,2017-11-19,190 militants killed in Kashmir this year: Army official"";""Press Trust of India,2017-11-30,Over 200 militants killed in J&K in 2017, says DGP Vaid"";""Press Trust of India,2017-12-19,Terrorist, civilian casualties this yr highest in last 4 yrs""",Press Trust of India;Press Trust of India;Press Trust of India,2017-11-19;2017-11-30;2017-12-19,"190 militants killed in Kashmir this year: Army official;Over 200 militants killed in J&K in 2017, says DGP Vaid;Terrorist, civilian casualties this yr highest in last 4 yrs","General Officer Commanding (GoC), Srinagar-based Chinar Corps, Lt Gen J S Sandhu, Union Minister of State for Home Hansraj Gangaram Ahir",Jammu and Kashmir State,33.85145,76.157153,India,Asia,01/01/2017,10/12/2017,0,4,0,0,4
238959,364,India:Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,"""SATP,2017-01-01,Incidents and Statements involving Lashkar-e-Taiba : 2017""",SATP,01/01/2017,Incidents and Statements involving Lashkar-e-Taiba : 2017,SATP,Sopore town,34.274824,74.475391,India,Asia,03/01/2017,03/01/2017,0,1,0,0,1
245853,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""SATP,2017-11-12,Jharkhand Timeline 2017""",SATP,12/11/2017,Jharkhand Timeline 2017,SATP,Ghatshila sub-division,22.654785,86.422893,India,Asia,03/01/2017,03/01/2017,0,1,0,0,1
238502,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""Press Trust of India,2017-01-04,Naxal killed in police encounter in Chhattisgarh""",Press Trust of India,04/01/2017,Naxal killed in police encounter in Chhattisgarh,police,"Puwarti town, Sukma sub-district",18.415599,81.015625,India,Asia,04/01/2017,04/01/2017,0,1,0,0,1
238507,499,CPI-Maoist - Civilians,CPI-Maoist - Civilians,CPI-Maoist,Civilians,"""Press Trust of India,2017-01-05,Surrendered Naxal killed by ultras in Gadchroli""",Press Trust of India,05/01/2017,Surrendered Naxal killed by ultras in Gadchroli,police,Kehakawahi village,20.303083,80.545478,India,Asia,05/01/2017,05/01/2017,0,0,1,0,1
238571,227,India:Government,Government of India - CPI-Maoist,Government of India,CPI-Maoist,"""Press Trust of India,2017-01-12,Naxals kill two villagers in Gadchiroli district""",Press Trust of India,12/01/2017,Naxals kill two villagers in Gadchiroli district,police,Botejhari village,20.46529,80.59886,India,Asia,05/01/2017,05/01/2017,0,1,0,0,1
238514,364,India:Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,"""Press Trust of India,2017-01-06,Top Lashkar militant killed on outskirts of Srinagar""",Press Trust of India,06/01/2017,Top Lashkar militant killed on outskirts of Srinagar,police official,Badgam town,34.01524,74.72074,India,Asia,06/01/2017,06/01/2017,0,1,0,0,1
238517,522,Kashmir insurgents - Civilians,Kashmir insurgents - Civilians,Kashmir insurgents,Civilians,"""The Telegraph,2017-01-10,Labourers killed in Jammu""",The Telegraph,10/01/2017,Labourers killed in Jammu,army officer,Akhnoor town,32.880953,74.699188,India,Asia,09/01/2017,09/01/2017,0,0,3,0,3
238518,364,India:Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,"""Press Trust of India,2017-01-10,Militant killed in encounter with security forces in Kashmir""",Press Trust of India,10/01/2017,Militant killed in encounter with security forces in Kashmir,police,Hajan town,34.277982,74.640247,India,Asia,10/01/2017,10/01/2017,0,1,0,0,1
